steer_dir, step_count, heading, gyro_x, gyro_y, accel_x, accel_y
2,8563,357.88,0.19,0.56,-0.39,-0.54
2,8565,357.94,-0.06,0.69,-0.56,0.35
2,8567,357.94,-0.06,0.69,-0.65,0.32
2,8570,357.94,-0.44,0.69,-0.65,0.32
2,8573,357.94,-0.81,0.06,-0.22,0.51
2,8575,357.94,-0.81,0.06,-0.53,0.22
2,8579,357.94,-1.63,0.0,-0.53,0.22
2,8580,357.88,-0.75,0.37,-0.28,-0.21
2,8580,357.88,-0.75,0.37,-0.37,0.06
2,8581,357.88,1.37,0.37,-0.37,0.06
2,8583,357.88,2.94,-0.06,-0.3,0.27
2,8585,357.88,2.94,-0.06,-0.3,0.27
2,8587,357.88,2.81,0.19,-0.05,-0.91
2,8590,357.88,2.81,0.19,-0.05,-0.91
2,8593,357.94,3.31,1.94,0.31,0.2
2,8595,357.94,0.37,0.88,-1.21,0.32
2,8598,357.94,0.37,0.88,-1.21,0.32
2,8600,358.0,-1.75,-0.25,0.41,0.58
2,8602,357.94,-1.75,-0.25,0.41,0.58
2,8603,357.94,-2.75,-1.25,-0.06,0.19
2,8605,357.94,-2.75,-1.25,-0.06,0.19
2,8609,357.94,0.0,-1.69,-0.17,0.99
2,8611,357.88,1.69,-1.63,-0.93,0.38
2,8614,357.81,1.69,-1.63,0.1,0.18
2,8617,357.81,-3.0,-1.06,0.1,0.18
2,8618,357.81,-3.25,-2.44,-0.59,-0.65
2,8620,357.81,-3.25,-2.44,-0.59,-0.65
2,8622,357.81,-3.25,-2.44,-0.59,-0.65
2,8625,357.94,-1.19,-2.06,0.41,0.22
2,8628,357.94,4.13,-0.44,0.19,0.68
2,8630,357.94,2.19,0.63,-0.99,0.92
2,8633,357.94,2.19,0.63,-0.99,0.92
2,8636,357.94,-2.88,0.12,0.22,-1.02
2,8637,357.94,-3.06,-0.37,0.13,-0.92
2,8639,357.94,-3.06,-0.37,0.13,-0.92
2,8642,357.94,0.25,0.19,0.13,-1.08
2,8644,357.94,0.25,0.19,0.13,-1.08
2,8647,357.94,1.12,0.06,-0.02,-1.03
2,8650,357.94,-0.75,0.25,0.06,-1.81
2,8652,357.94,-0.75,0.25,0.0,-1.57
2,8655,357.94,-1.5,0.69,0.0,-1.57
2,8657,358.0,1.0,1.06,-0.42,-0.25
2,8659,358.0,1.0,1.06,-0.42,-0.25
2,8661,358.0,1.81,0.75,-0.63,0.12
2,8663,358.0,1.81,0.75,-0.63,0.12
2,8666,358.0,0.5,0.0,-0.71,-0.24
2,8668,357.94,-0.81,-0.31,-0.4,-0.17
2,8671,357.94,-0.81,-0.31,-0.4,-0.17
2,8674,357.94,-0.81,0.0,-0.22,0.32
2,8676,357.94,1.06,0.44,-0.18,0.16
2,8679,357.94,1.06,0.44,-0.18,0.16
1,8682,357.94,1.06,0.37,-0.62,0.2
1,8683,357.94,0.94,-0.25,-0.21,-0.37
1,8686,357.94,0.94,-0.25,-0.21,-0.37
1,8689,357.94,-0.25,-1.06,-0.26,-0.28
1,8692,357.94,-0.12,-1.12,0.33,-0.54
1,8694,357.94,-0.12,-1.12,-0.07,-0.71
1,8696,357.94,0.37,-0.25,-0.07,-0.71
1,8698,357.94,0.56,-0.63,-0.09,-0.62
1,8701,357.94,0.56,-0.63,-0.09,-0.62
1,8704,357.94,0.19,-1.31,-0.39,-0.16
1,8706,357.94,-0.88,-1.63,0.12,-1.26
1,8709,357.94,-0.88,-1.63,0.12,-1.26
1,8712,357.94,-1.63,-0.81,-0.32,-0.73
1,8715,357.94,-0.88,0.37,0.28,-0.77
1,8717,357.94,-0.88,0.37,0.28,-0.77
1,8717,358.0,-0.31,0.94,-0.12,-0.3
1,8718,358.0,-0.31,0.94,-0.12,-0.3
1,8719,358.0,-1.0,0.31,-0.65,-0.12
1,8721,358.0,-1.0,0.31,-0.02,-0.43
1,8724,358.0,-3.06,-0.19,-0.02,-0.43
1,8727,358.0,0.12,0.56,-0.08,0.0
1,8729,358.0,0.12,0.56,-0.69,-0.57
1,8731,358.0,3.88,0.88,-0.69,-0.57
1,8733,358.0,3.88,0.88,0.44,-0.98
1,8735,358.0,3.06,0.12,0.44,-0.98
1,8736,358.0,-2.81,0.0,-0.1,-0.56
1,8739,358.0,-2.81,0.0,-0.1,-0.56
1,8742,358.0,-6.63,0.5,-0.33,-1.87
1,8744,358.0,-1.12,0.44,-0.33,-1.29
1,8747,358.0,-1.12,0.44,-0.33,-1.29
1,8749,358.06,1.5,0.37,-0.24,0.15
1,8751,358.06,1.5,0.37,-0.24,0.15
1,8753,358.06,1.94,1.31,-0.55,0.06
1,8755,358.06,1.94,1.31,-0.55,0.06
1,8759,358.06,-0.75,1.12,-1.39,0.46
1,8761,358.06,0.63,-0.5,-0.32,-0.53
1,8763,358.0,0.63,-0.5,0.15,0.34
1,8767,358.0,2.63,-0.75,0.15,0.34
1,8768,358.0,2.38,0.12,0.2,-0.24
1,8770,358.0,2.38,0.12,0.2,-0.24
1,8772,358.0,0.5,0.94,0.0,-1.07
1,8774,358.0,0.5,0.94,0.0,-1.07
1,8777,358.0,-0.12,0.25,-0.25,-1.41
1,8779,358.0,1.25,-1.19,-0.21,-0.33
1,8782,358.0,1.25,-1.19,-0.21,-0.33
1,8785,358.0,1.75,-1.25,0.16,-0.25
1,8787,358.0,1.06,-0.37,0.17,-0.26
1,8790,358.0,1.06,-0.37,0.17,-0.26
1,8793,358.0,-0.19,0.5,-0.29,0.13
1,8795,358.0,0.06,-0.37,-0.08,-0.01
1,8797,358.0,0.06,-0.37,-0.08,-0.01
1,8800,358.0,-0.31,-0.75,-0.78,0.39
1,8803,358.06,0.63,0.19,-0.36,0.69
1,8806,358.06,0.63,0.19,-0.17,0.78
1,8808,358.06,-0.88,0.75,-0.17,0.78
1,8810,358.06,-0.88,0.75,-0.25,0.91
1,8813,358.06,-1.25,0.63,-0.25,0.91
1,8815,358.06,-2.56,0.44,-0.57,0.06
1,8817,358.06,-2.56,0.44,-0.43,-0.37
1,8820,358.06,-4.56,0.0,-0.43,-0.37
1,8822,358.06,-4.0,-0.06,-0.32,-1.25
1,8824,358.06,-4.0,-0.06,0.15,-1.27
1,8827,358.06,-0.75,0.63,0.15,-1.27
1,8828,358.06,-0.75,0.63,-0.17,-0.64
1,8831,358.06,2.56,1.19,-0.17,-0.64
1,8833,358.06,3.63,0.94,-0.28,0.0
1,8836,358.06,3.63,0.94,-0.28,0.0
1,8839,358.06,1.94,0.37,-0.42,0.0
1,8840,358.06,-0.31,0.25,-0.06,-0.27
1,8843,358.06,-0.31,0.25,-0.06,-0.27
1,8845,358.06,0.12,0.5,0.06,-0.31
1,8847,358.06,0.12,0.5,0.06,-0.31
1,8849,358.06,0.5,-0.19,0.4,-1.12
1,8853,358.0,0.5,-0.19,0.4,-1.12
1,8853,358.0,0.81,-0.56,0.04,-0.86
1,8854,358.0,0.56,-1.31,0.19,-0.5
1,8856,357.94,0.56,-1.31,0.19,-0.5
1,8859,357.94,-0.44,-1.5,-0.22,-0.51
1,8861,357.94,-0.81,-1.0,-0.62,0.66
1,8863,357.94,-0.81,-1.0,-0.62,0.66
1,8865,357.94,2.19,0.06,0.35,-0.42
1,8867,357.94,2.19,0.06,0.35,-0.42
1,8870,357.94,-0.37,-1.81,-0.1,-0.31
1,8872,357.94,-0.88,-0.88,0.33,-0.36
1,8875,357.94,-0.88,-0.88,0.33,-0.36
1,8878,357.94,-2.0,-0.5,-1.77,-0.1
1,8879,357.94,-1.63,-0.25,-0.33,0.11
1,8882,357.94,-1.63,-0.25,-0.33,0.11
1,8883,358.0,-0.88,-0.69,-0.15,0.21
1,8885,358.0,-0.88,-0.69,-0.15,0.21
1,8888,358.0,-3.44,-0.63,-0.34,-0.38
1,8890,358.06,-3.44,-0.63,-0.4,-0.49
1,8894,358.06,-2.0,-0.06,-0.4,-0.49
1,8897,358.06,-1.37,0.44,-0.9,0.23
1,8898,358.06,-1.37,0.44,-0.6,-0.68
1,8901,358.06,0.31,0.56,-0.6,-0.68
1,8903,358.06,0.25,0.06,-1.01,-0.21
1,8906,358.06,0.25,0.06,-1.01,-0.21
1,8909,358.06,1.0,-0.75,0.69,-0.58
1,8912,358.06,1.44,-0.12,0.39,-0.11
1,8914,358.06,1.44,-0.12,0.38,-0.64
1,8917,358.06,0.56,1.44,0.38,-0.64
1,8919,358.06,-0.94,1.56,-0.42,-0.88
1,8921,358.06,-0.94,1.56,-0.42,-0.88
1,8923,358.06,-1.37,0.06,-0.21,-0.76
1,8925,358.06,-1.37,0.06,-0.21,-0.76
1,8928,358.06,0.06,-0.56,-0.12,-0.12
1,8930,358.06,1.44,0.5,0.17,-0.19
1,8933,358.06,1.44,0.5,0.17,-0.19
1,8936,358.06,1.37,1.37,-0.42,-0.07
1,8938,358.06,-0.06,0.63,-0.71,0.0
1,8941,358.06,-0.06,0.63,-0.71,0.0
1,8943,358.06,-0.75,-0.94,-0.48,0.11
1,8946,358.06,-0.63,-0.69,-0.55,0.1
1,8948,358.06,-0.63,-0.69,-0.39,0.08
1,8952,358.06,0.37,0.12,-0.39,0.08
1,8955,358.06,0.31,0.25,-0.59,0.11
1,8957,358.0,0.31,0.25,-0.54,-0.21
1,8958,358.0,-0.37,-0.63,-0.54,-0.21
1,8960,358.0,-0.37,-0.63,-0.52,-0.41
1,8962,358.0,-0.63,-2.13,-0.52,-0.41
1,8964,358.0,-0.44,-1.81,-0.22,0.07
1,8967,358.0,-0.44,-1.81,-0.22,0.07
1,8970,358.0,0.37,-0.37,-0.18,0.48
1,8972,358.0,0.94,0.5,-0.29,0.36
1,8975,358.0,0.94,0.5,-0.29,0.36
1,8977,358.06,0.31,0.19,0.0,0.31
1,8979,358.06,0.31,0.19,0.0,0.31
1,8980,358.06,-0.94,0.0,-0.05,-0.15
1,8982,358.06,-0.94,0.0,-0.05,-0.15
1,8986,358.06,-1.31,0.5,0.03,-0.73
1,8990,358.13,-1.0,1.0,0.14,-0.17
1,8991,358.13,-1.0,1.0,-0.2,-0.83
1,8992,358.13,-2.31,0.63,-0.2,-0.83
1,8993,358.13,-4.06,0.5,0.27,-2.33
1,8996,358.13,-4.06,0.5,0.27,-2.33
1,8997,358.13,-2.94,0.06,0.0,-1.93
1,8999,358.13,-2.94,0.06,0.0,-1.93
1,9002,358.13,1.31,0.44,-0.02,-0.73
1,9004,358.13,7.06,0.94,-0.56,1.31
1,9007,358.13,7.06,0.94,-0.56,1.31
1,9010,358.13,2.25,0.63,0.06,-0.78
1,9011,358.13,-2.06,0.25,-0.45,-0.44
1,9013,358.13,-2.06,0.25,-0.45,-0.44
1,9015,358.13,-3.13,0.37,-0.19,-0.77
1,9017,358.13,-3.13,0.37,-0.19,-0.77
1,9020,358.13,1.88,0.75,-0.35,1.13
1,9023,358.13,1.88,0.75,-0.54,1.13
1,9026,358.13,3.81,0.69,-0.54,1.13
1,9028,358.13,0.44,0.69,-0.42,0.06
1,9030,358.13,0.44,0.69,-1.02,0.34
1,9033,358.13,-2.31,0.44,-1.02,0.34
1,9035,358.13,-1.19,-0.44,-0.3,-0.24
1,9037,358.06,-1.19,-0.44,-0.3,-0.24
1,9041,358.06,1.5,-0.88,-0.16,0.11
1,9042,358.06,2.19,-1.06,-0.69,-0.15
1,9045,358.0,2.19,-1.06,-0.69,-0.15
1,9048,358.0,-0.56,-1.19,0.15,-0.61
1,9050,358.0,-2.44,-1.69,-0.09,-1.57
1,9052,358.0,-2.44,-1.69,-0.09,-1.57
1,9054,358.0,-0.94,-1.94,0.79,-1.15
1,9056,358.0,-0.94,-1.94,0.79,-1.15
1,9060,358.0,1.56,-1.25,0.16,-0.13
1,9062,358.0,2.0,0.25,0.3,-0.01
1,9065,358.0,2.0,0.25,0.3,-0.01
1,9067,358.0,-0.94,1.06,-0.54,-0.25
1,9069,358.0,-2.56,0.12,-0.26,-0.01
1,9071,358.06,-2.56,0.12,-0.26,-0.01
1,9074,358.06,-0.5,-0.81,-0.12,0.17
1,9077,358.06,1.5,0.31,-0.43,0.66
1,9080,358.06,1.5,0.31,-0.43,0.66
1,9083,358.06,-0.37,1.75,-0.51,0.14
1,9084,358.06,-2.75,1.19,-0.89,-0.41
1,9087,358.06,-2.75,1.19,-0.89,-0.41
1,9089,358.06,-2.38,0.0,-0.21,-0.22
1,9091,358.06,-2.38,0.0,-0.21,-0.22
0,9093,358.06,0.06,0.31,-0.09,0.0
0,9096,358.13,0.06,0.31,-0.09,0.0
0,9099,358.13,1.06,1.31,-0.31,-0.37
0,9102,358.13,0.06,1.63,-0.63,-1.08
0,9103,358.13,0.06,1.63,0.02,-1.17
0,9107,358.13,0.06,0.44,0.02,-1.17
0,9108,358.13,2.44,-0.56,0.3,-0.57
0,9110,358.13,2.44,-0.56,0.3,-0.57
0,9112,358.13,2.88,-0.06,-0.27,-0.16
0,9114,358.13,2.88,-0.06,-0.27,-0.16
0,9117,358.13,1.44,1.12,0.25,-1.06
0,9119,358.13,-1.12,1.31,-0.23,-0.98
0,9121,358.06,-1.12,1.31,-0.23,-0.98
0,9124,358.06,-0.88,-0.25,0.17,-0.82
0,9126,358.0,0.56,-0.94,-0.32,-0.56
0,9129,358.0,0.56,-0.94,-0.32,-0.56
0,9130,357.94,1.88,-0.37,0.38,-0.5
0,9131,357.94,1.88,-0.37,0.38,-0.5
0,9131,357.94,3.06,-0.19,-0.01,-0.82
0,9134,357.94,3.06,-0.19,-0.01,-0.82
0,9137,357.94,2.31,-0.75,0.37,0.3
0,9139,357.94,2.31,-0.75,-0.1,0.3
0,9142,358.0,2.31,-0.75,-0.1,0.3
0,9144,358.0,2.81,1.25,0.55,-0.32
0,9146,358.0,2.81,1.25,-0.4,-0.53
0,9147,358.0,-0.44,0.81,-0.4,-0.53
0,9150,358.06,-0.44,0.81,0.38,-0.13
0,9152,358.06,-2.38,-0.12,0.38,-0.13
0,9155,358.06,-3.44,-1.37,-0.36,-0.98
0,9157,358.0,-3.44,-1.37,-0.43,0.22
0,9161,358.0,-1.56,0.19,-0.43,0.22
0,9162,358.0,-2.0,2.19,-0.82,-1.29
0,9164,358.0,-2.0,2.19,-0.82,-1.29
0,9166,358.0,-4.19,1.25,-0.14,-1.76
0,9168,358.0,-4.19,1.25,-0.14,-1.76
0,9171,358.0,-1.94,-0.12,-0.07,-0.84
0,9174,358.0,1.37,-0.44,0.07,-0.46
0,9176,358.06,1.37,-0.44,0.07,-0.46
0,9180,358.06,2.38,0.31,-0.66,-0.32
0,9181,358.06,-0.25,1.06,-0.87,-0.39
0,9183,358.06,-0.25,1.06,-0.87,-0.39
0,9186,358.06,-0.12,0.75,-0.66,-0.14
0,9189,358.06,2.63,0.56,-0.58,0.92
0,9192,358.0,2.63,0.56,-0.58,0.92
0,9195,358.0,1.81,0.37,-0.24,-0.46
0,9196,358.0,-0.69,0.44,-0.32,-0.74
0,9199,357.94,-0.69,0.44,-0.32,-0.74
0,9201,357.94,-1.75,0.19,-0.25,-0.97
0,9203,357.88,-1.75,0.19,-0.16,-0.94
0,9206,357.88,2.06,0.31,-0.16,-0.94
0,9208,357.81,2.06,0.31,0.5,-0.3
0,9211,357.81,2.63,-0.37,0.5,-0.3
0,9214,357.81,0.88,-0.88,0.16,-0.22
0,9215,357.81,0.88,-0.88,-0.23,-0.24
0,9218,357.81,-1.31,-0.81,-0.23,-0.24
0,9220,357.81,-0.88,-0.56,-0.79,0.06
0,9222,357.81,-0.88,-0.56,-0.54,0.09
0,9226,357.81,0.0,-0.94,-0.54,0.09
0,9228,357.81,-0.56,-1.19,-0.49,-0.22
0,9230,357.81,-0.56,-1.19,-0.25,0.02
0,9234,357.81,-1.88,-1.31,-0.25,0.02
0,9236,357.88,-0.94,-0.56,-0.82,0.58
0,9238,357.88,-0.94,-0.56,-0.43,0.34
0,9241,357.88,0.12,0.5,-0.43,0.34
0,9243,357.88,0.81,0.94,-0.8,0.38
0,9245,357.88,0.81,0.94,-0.8,0.38
0,9247,357.88,0.37,0.5,-0.29,0.03
0,9249,357.88,0.37,0.5,-0.29,0.03
0,9252,357.88,0.37,-0.5,-0.2,0.46
0,9254,357.88,0.19,-0.25,-0.12,0.04
0,9257,357.88,0.19,-0.25,-0.12,0.04
0,9258,357.88,-0.31,1.06,-0.36,-0.31
0,9260,357.88,-0.31,1.06,-0.36,-0.31
0,9262,357.88,-0.25,1.75,-0.19,-0.52
0,9264,357.88,-0.25,1.75,-0.19,-0.52
0,9267,357.88,0.31,0.5,0.16,-0.57
0,9268,357.88,1.06,-0.44,0.44,-0.43
0,9270,357.88,1.06,-0.44,0.18,-0.46
0,9273,357.88,1.0,0.19,0.18,-0.46
0,9274,357.88,0.63,1.0,-0.16,-0.81
0,9274,357.88,0.63,1.0,-0.16,-0.81
0,9275,357.88,2.06,1.12,0.71,-1.16
0,9276,357.88,2.06,1.12,0.71,-1.16
0,9279,357.88,4.38,0.31,-0.33,0.81
0,9281,357.94,1.44,-0.81,-1.04,1.49
0,9284,357.94,1.44,-0.81,-0.85,0.56
0,9287,357.94,1.88,0.31,-0.85,0.56
0,9288,357.94,-0.56,-0.75,-0.29,0.68
0,9290,357.94,-0.56,-0.75,-0.29,0.68
0,9292,357.88,-1.94,-0.44,0.6,-0.49
0,9294,357.88,-1.94,-0.44,0.6,-0.49
0,9297,357.88,-4.38,-0.5,-0.03,-1.81
0,9299,357.81,-8.31,0.06,0.47,-2.27
0,9302,357.75,-8.31,0.06,0.47,-2.27
0,9304,357.75,-2.0,-1.44,0.22,-2.37
0,9307,357.69,1.37,-0.63,0.27,-1.48
0,9309,357.69,1.37,-0.63,0.27,-1.48
0,9310,357.69,2.13,-1.5,-0.26,-0.61
0,9312,357.69,2.13,-1.5,-0.26,-0.61
0,9314,357.63,0.31,-1.31,-0.12,-1.37
0,9317,357.63,0.31,-1.31,-0.12,-1.37
0,9320,357.63,-1.37,-1.44,-0.4,-0.49
0,9323,357.69,2.69,-0.06,-0.93,1.41
0,9326,357.69,2.69,-0.06,-0.93,1.41
0,9327,357.69,2.56,0.69,-0.29,1.09
0,9329,357.69,2.56,0.69,-0.29,1.09
0,9331,357.69,1.5,0.56,-0.67,1.12
0,9334,357.69,1.5,0.56,-0.67,1.12
0,9337,357.69,-0.5,0.81,0.16,0.08
0,9339,357.69,-2.25,-0.19,-0.11,-0.85
0,9341,357.69,-2.25,-0.19,0.04,-0.63
0,9345,357.69,-1.19,0.88,0.04,-0.63
0,9346,357.69,-0.69,1.06,-0.22,-1.5
0,9349,357.69,-0.69,1.06,0.16,-1.23
0,9352,357.69,-0.25,0.75,0.16,-1.23
0,9355,357.69,1.0,0.25,0.2,-1.3
0,9357,357.69,1.0,0.25,-1.03,0.87
0,9360,357.69,1.06,0.25,-1.03,0.87
0,9363,357.69,1.94,0.75,-0.37,0.26
0,9365,357.69,1.94,0.75,-0.46,0.67
0,9368,357.69,0.88,0.75,-0.46,0.67
0,9370,357.63,0.69,0.56,-0.35,0.45
0,9374,357.63,0.69,0.56,-0.35,0.45
0,9375,357.63,0.88,0.31,-0.16,0.29
0,9377,357.63,0.56,0.31,-0.19,-0.18
0,9380,357.63,0.56,0.31,-0.19,-0.18
0,9382,357.63,0.44,-0.06,-0.11,-0.71
0,9385,357.63,-0.94,-0.88,-0.49,-0.73
0,9387,357.63,-0.94,-0.88,-0.49,-0.73
0,9389,357.63,-0.12,-1.88,0.39,0.86
0,9391,357.63,-0.12,-1.88,0.39,0.86
0,9395,357.63,-1.75,-1.25,0.15,-0.45
0,9395,357.63,-1.75,-0.81,-0.46,-0.93
0,9397,357.63,-1.75,-0.81,-0.46,-0.93
0,9400,357.63,-1.69,-0.63,0.0,-1.68
0,9402,357.63,-0.06,-0.94,0.02,-1.04
0,9404,357.63,-0.06,-0.94,0.02,-1.04
0,9406,357.63,1.94,-0.44,-0.4,1.96
0,9408,357.63,1.94,-0.44,-0.4,1.96
0,9411,357.63,4.5,-0.19,0.48,0.18
0,9413,357.63,0.12,0.19,-1.32,2.5
0,9416,357.63,0.12,0.19,-1.32,2.5
0,9418,357.63,-2.38,0.19,-0.13,-1.15
0,9421,357.63,-2.63,-0.25,-0.22,-2.28
0,9423,357.63,-2.63,-0.25,-0.22,-2.28
0,9426,357.63,1.06,0.75,-0.51,0.03
0,9428,357.63,1.06,0.75,-0.21,0.14
0,9431,357.63,1.06,0.75,-0.21,0.14
0,9433,357.63,-2.5,0.31,-0.44,-0.22
0,9436,357.63,-2.5,0.31,-0.77,0.29
0,9439,357.63,-2.5,0.31,-0.77,0.29
0,9441,357.63,2.5,0.75,-0.27,0.51
0,9443,357.63,2.5,0.75,-0.27,0.51
0,9445,357.63,1.37,0.63,-0.1,-1.26
0,9447,357.63,1.37,0.63,-0.1,-1.26
0,9451,357.63,1.37,0.63,0.19,-1.68
0,9453,357.63,1.37,0.37,0.17,-1.4
0,9456,357.63,1.37,0.37,-0.03,-0.67
0,9459,357.63,2.94,0.81,-0.03,-0.67
0,9461,357.63,3.81,1.0,-0.11,0.46
0,9463,357.63,3.81,1.0,-0.6,0.92
0,9466,357.63,-0.25,0.12,-0.6,0.92
0,9468,357.56,-0.88,-1.0,-0.73,0.82
0,9470,357.56,-0.88,-1.0,-0.38,0.41
0,9473,357.56,-1.81,-1.12,-0.38,0.41
0,9476,357.5,-2.25,-0.88,-0.55,0.59
0,9479,357.5,-2.25,-0.88,-0.55,-0.54
0,9481,357.5,-1.63,-1.0,-0.55,-0.54
0,9482,357.56,-1.63,-1.0,0.19,-1.36
0,9484,357.56,-0.56,-1.5,0.19,-1.36
0,9487,357.56,1.37,-1.5,0.3,-1.63
0,9490,357.56,1.37,-1.5,0.3,-1.63
0,9493,357.56,0.81,-0.25,0.12,-1.45
1,9494,357.63,-0.44,0.06,-0.59,-0.74
1,9497,357.63,-0.44,0.06,-0.59,-0.74
1,9500,357.63,-0.63,0.19,0.1,-0.05
1,9502,357.63,-0.63,0.19,-0.4,0.22
1,9505,357.63,-0.31,0.5,-0.4,0.22
1,9508,357.56,-0.06,0.75,-0.64,0.45
1,9510,357.56,-0.06,0.75,-0.74,0.75
1,9513,357.56,-0.19,0.37,-0.74,0.75
1,9516,357.56,0.31,0.0,-0.47,0.39
1,9519,357.56,0.31,0.0,-0.23,0.42
1,9520,357.56,1.19,0.31,-0.23,0.42
1,9521,357.56,0.63,1.0,-0.02,-0.22
1,9522,357.56,0.63,1.0,-0.02,-0.22
1,9526,357.56,-0.37,1.06,0.2,-0.99
1,9528,357.56,-0.12,0.56,0.05,-1.55
1,9530,357.56,-0.12,0.56,-0.3,0.33
1,9534,357.56,3.94,0.69,-0.3,0.33
1,9536,357.56,3.38,-0.81,-0.37,0.18
1,9538,357.56,3.38,-0.81,-0.52,2.02
1,9541,357.56,0.81,-0.19,-0.52,2.02
1,9544,357.56,-3.0,0.63,0.42,-0.27
1,9545,357.56,-3.0,0.63,-0.47,-1.81
1,9549,357.56,-2.13,1.12,-0.47,-1.81
1,9552,357.5,0.88,0.94,0.19,-1.31
1,9554,357.5,0.94,0.31,0.08,-1.29
1,9556,357.5,0.94,0.31,0.08,-1.29
1,9558,357.5,0.19,-1.19,-0.29,-1.36
1,9561,357.5,0.19,-1.19,-0.29,-1.36
1,9564,357.5,0.44,-1.75,-0.63,-0.39
1,9567,357.5,1.12,-2.06,-0.11,0.04
1,9569,357.5,1.12,-2.06,-0.11,0.04
1,9572,357.5,1.69,-1.25,-0.31,0.76
1,9574,357.5,0.06,-0.37,-0.64,1.02
1,9577,357.5,0.06,-0.37,-0.64,1.02
1,9580,357.5,-1.0,-0.19,0.03,0.88
1,9582,357.5,-1.88,0.56,-0.39,0.98
1,9585,357.5,-1.88,0.56,-0.39,0.98
1,9587,357.5,-2.25,0.44,-0.12,0.39
1,9589,357.5,-2.0,0.56,-0.09,-0.4
1,9592,357.5,-2.0,0.56,-0.09,-0.4
1,9594,357.5,-1.37,0.44,0.08,-1.35
1,9597,357.5,-1.37,0.44,0.24,-1.29
1,9600,357.5,0.06,0.44,0.24,-1.29
1,9602,357.5,1.25,0.37,0.07,-1.49
1,9604,357.5,1.25,0.37,0.15,-1.54
1,9607,357.5,1.12,0.5,0.15,-1.54
1,9610,357.5,0.63,0.31,0.02,-1.74
1,9612,357.5,0.56,-0.12,-0.5,-0.76
1,9614,357.5,0.56,-0.12,-0.5,-0.76
1,9617,357.5,1.25,0.56,-0.28,-0.42
1,9620,357.5,1.25,0.56,-0.38,0.67
1,9623,357.5,0.69,0.81,-0.38,0.67
1,9625,357.5,0.75,0.75,-0.43,-0.32
1,9627,357.5,0.75,0.75,-0.72,0.93
1,9631,357.5,1.06,0.19,-0.72,0.93
1,9632,357.5,1.37,0.0,-0.35,0.55
1,9635,357.5,1.37,0.0,-0.61,0.79
1,9638,357.5,1.19,0.37,-0.61,0.79
1,9641,357.5,0.44,0.5,-0.34,0.57
1,9643,357.44,0.44,0.5,-0.74,0.8
1,9646,357.44,0.31,0.12,-0.74,0.8
1,9648,357.44,0.25,-1.06,-0.46,0.88
1,9652,357.44,0.25,-1.06,-0.2,-0.34
1,9653,357.44,-0.31,-1.75,-0.2,-0.34
1,9654,357.5,-0.56,-1.37,-0.12,-0.61
1,9654,357.5,-0.56,-1.37,-0.12,-0.61
1,9655,357.5,-0.88,-0.44,0.45,-0.99
1,9658,357.5,-0.88,-0.44,0.45,-0.99
1,9661,357.5,0.81,0.19,-0.6,0.3
1,9663,357.5,2.81,0.12,0.67,0.96
1,9666,357.5,2.81,0.12,0.67,0.96
1,9668,357.5,0.06,-0.06,-0.51,0.3
1,9670,357.5,0.06,-0.06,-0.51,0.3
1,9672,357.5,-4.13,-0.12,-0.53,-0.81
1,9674,357.5,-4.13,-0.12,-0.53,-0.81
1,9677,357.5,-5.38,0.56,-0.32,-2.58
1,9679,357.5,-0.81,0.94,-0.52,-0.7
1,9682,357.5,-0.81,0.94,0.0,0.62
1,9685,357.5,1.31,1.06,0.0,0.62
1,9688,357.44,-1.31,0.69,-0.28,1.01
1,9689,357.44,-1.31,0.69,-0.28,1.01
1,9691,357.44,-2.38,0.19,-0.96,0.19
1,9694,357.44,-2.38,0.19,-0.96,0.19
1,9696,357.44,-0.12,0.31,-0.39,-0.13
1,9699,357.38,2.69,0.75,-0.41,0.83
1,9701,357.38,2.69,0.75,-0.35,1.03
1,9705,357.38,2.5,1.0,-0.35,1.03
1,9707,357.38,1.5,0.56,-0.36,0.76
1,9709,357.38,1.5,0.56,0.0,0.12
1,9712,357.38,1.25,-0.06,0.0,0.12
1,9714,357.38,-0.25,-0.12,-0.29,0.53
1,9716,357.31,-0.25,-0.12,-0.14,-0.03
1,9719,357.31,-1.94,0.81,-0.14,-0.03
1,9723,357.31,-2.69,0.5,0.1,-1.13
1,9725,357.31,-2.69,0.5,0.0,-2.0
1,9727,357.31,-1.44,-0.25,0.0,-2.0
1,9730,357.31,1.0,-1.0,0.09,-1.61
1,9732,357.31,1.0,-1.0,0.22,-1.23
1,9735,357.31,1.63,-1.06,0.22,-1.23
1,9737,357.31,1.5,-1.25,-0.29,-0.69
1,9740,357.31,1.5,-1.25,-0.62,-0.07
1,9743,357.31,0.69,-0.75,-0.62,-0.07
1,9745,357.31,0.31,-1.5,-0.96,0.45
1,9748,357.31,0.31,-1.5,-0.17,1.4
1,9750,357.31,-0.25,-1.25,-0.17,1.4
1,9753,357.31,-0.75,0.06,-0.28,0.97
1,9756,357.31,-0.75,0.06,-0.4,0.54
1,9759,357.31,-1.25,0.69,-0.4,0.54
1,9761,357.31,-1.19,0.88,-0.35,0.26
1,9763,357.31,-1.19,0.88,-0.09,-0.71
1,9765,357.31,-1.06,0.5,-0.09,-0.71
1,9768,357.31,-0.44,0.31,-0.28,-0.57
1,9771,357.31,-0.44,0.31,0.2,-0.81
